surveyID,samplingPerformedByID,verbatimSiteNames,verbatimSiteDescription,reportedWeather,isSamplingEffortReported,hasMaterialSamples,eventID,verbatimTargetScope,protocolNames,protocolDescriptions,protocolReferences,isAbundanceReported,materialSampleTypes
P11.1A,P11,DOFAtlasIIIQuadrantID: 4428,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P11.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P11.1B,P11,DOFAtlasIIIQuadrantID: 4428,land cover: dry | subland cover: pasture,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P11.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P209.1A,P209,DOFAtlasIIIQuadrantID: 4428,land cover: dry | subland cover: pasture,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P209.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P209.1B,P209,DOFAtlasIIIQuadrantID: 4428,land cover: dry | subland cover: pasture,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P209.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P11.2A,P11,DOFAtlasIIIQuadrantID: 4429,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P11.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P11.2B,P11,DOFAtlasIIIQuadrantID: 4429,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P11.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P209.2A,P209,DOFAtlasIIIQuadrantID: 4429,land cover: dry | subland cover: pasture,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P209.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P209.2B,P209,DOFAtlasIIIQuadrantID: 4429,land cover: dry | subland cover: pasture,Wind: Light Breeze 1.6-3.3 | Temperature: 15-19,True,True,P209.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P12.1A,P12,DOFAtlasIIIQuadrantID: 4406,land cover: agriculture | subland cover: intensive agriculture,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P12.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P12.1B,P12,DOFAtlasIIIQuadrantID: 4406,land cover: agriculture | subland cover: intensive agriculture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P12.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P210.1A,P210,DOFAtlasIIIQuadrantID: 4406,land cover: agriculture | subland cover: intensive agriculture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P210.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P210.1B,P210,DOFAtlasIIIQuadrantID: 4406,land cover: agriculture | subland cover: intensive agriculture,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P210.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P12.2A,P12,DOFAtlasIIIQuadrantID: 3495,land cover: dry | subland cover: pasture,Wind: Light Breeze 1.6-3.3 | Temperature: 20-25,True,True,P12.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P12.2B,P12,DOFAtlasIIIQuadrantID: 3495,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P12.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P210.2A,P210,DOFAtlasIIIQuadrantID: 3495,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P210.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P210.2B,P210,DOFAtlasIIIQuadrantID: 3495,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 15-19,True,True,P210.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P13.1A,P13,DOFAtlasIIIQuadrantID: 6692,land cover: urban | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 25-30,True,True,P13.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P13.1B,P13,DOFAtlasIIIQuadrantID: 6692,land cover: urban | subland cover: NA,Wind: Light Breeze 1.6-3.3 | Temperature: 25-30,True,True,P13.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P300.1A,P300,DOFAtlasIIIQuadrantID: 6692,land cover: urban | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P300.1A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P300.1B,P300,DOFAtlasIIIQuadrantID: 6692,land cover: urban | subland cover: NA,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P300.1B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P13.2A,P13,DOFAtlasIIIQuadrantID: 6693,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-25,True,True,P13.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P13.2B,P13,DOFAtlasIIIQuadrantID: 6693,land cover: dry | subland cover: pasture,Wind: Moderate breeze 5.5-7.9 | Temperature: 20-25,True,True,P13.2B,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
P300.2A,P300,DOFAtlasIIIQuadrantID: 6693,land cover: dry | subland cover: pasture,Wind: Gentle breeze 3.4-5.5 | Temperature: 20-24,True,True,P300.2A,flying insects,car net,Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences,Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g,False,PreservedOrganisms | MolecularDerivates
